checkpoint,task,frame,family_id,entities,values,full_complete,full_item_correct,full_ties,full_reversal_both_correct,full_reversal_fraction,full_mean_margin,full_minimum_margin,full_fact_order0_complete,full_fact_order1_complete,word_only_complete,word_only_item_correct,word_only_ties,word_only_reversal_both_correct,word_only_reversal_fraction,word_only_mean_margin,word_only_minimum_margin,word_only_fact_order0_complete,word_only_fact_order1_complete
graduate,location,core,location:f015,Tim|Tom,shop|yard,False,4,0,0,0.0,1.6937608134703908e-05,-0.6188736669348813,False,False,False,4,0,0,0.0,7.122317049024218e-06,-0.47212857139647646,False,False
graduate,location,frame_holdout,location:f000,Ben|Sam,bed|room,False,4,0,0,0.0,6.08257642857879e-05,-0.45119172015385445,False,False,False,4,0,0,0.0,4.154497598252149e-05,-0.11679548073487744,False,False
graduate,location,frame_holdout,location:f001,Ben|Sam,cave|yard,False,4,0,0,0.0,-0.00010915152107537907,-0.5892444149727574,False,False,False,4,0,0,0.0,-3.498391763923081e-05,-0.8034357807351089,False,False
graduate,location,frame_holdout,location:f002,Ben|Sam,shop|yard,False,4,0,0,0.0,1.9177725226082742e-05,-0.6572163865321983,False,False,False,4,0,0,0.0,7.652468337671081e-06,-0.42517455052814057,False,False
graduate,location,frame_holdout,location:f003,Ben|Tim,cave|yard,False,4,0,0,0.0,-4.2010799818026356e-05,-0.5770483149662908,False,False,False,4,0,0,0.0,4.433326608044297e-07,-0.7857894154808669,False,False
graduate,location,frame_holdout,location:f004,Ben|Tim,shop|yard,False,4,0,0,0.0,-5.741992472607649e-07,-0.6652507460400017,False,False,False,4,0,0,0.0,3.3663395759830905e-07,-0.4269709010589686,False,False
graduate,location,frame_holdout,location:f005,Ben|Tom,cave|shop,False,4,0,0,0.0,2.3265914095293994e-05,-0.09846560197067689,False,False,False,4,0,0,0.0,5.800368673813949e-06,-0.36868508180128146,False,False
graduate,location,frame_holdout,location:f006,Ben|Tom,shop|yard,False,4,0,0,0.0,2.5594078463253567e-05,-0.6640844508472412,False,False,False,4,0,0,0.0,-6.306582980286635e-07,-0.43034616488949773,False,False
graduate,location,frame_holdout,location:f007,Sam|Tim,cave|shop,False,4,0,0,0.0,-1.2618971607647467e-05,-0.08920964800619657,False,False,False,4,0,0,0.0,-3.558162579864188e-05,-0.3824026426587608,False,False
graduate,location,frame_holdout,location:f008,Sam|Tim,cave|yard,False,4,0,0,0.0,-6.429129036034098e-05,-0.5842835395684851,False,False,False,4,0,0,0.0,-0.0001110541205657789,-0.7947272928385107,False,False
graduate,location,frame_holdout,location:f009,Sam|Tim,shop|yard,False,4,0,0,0.0,2.4927472769942227e-05,-0.6555866256206428,False,False,False,4,0,0,0.0,1.4756451770070456e-05,-0.4195837745504587,False,False
graduate,location,frame_holdout,location:f010,Sam|Tom,bed|room,False,4,0,0,0.0,7.628640006229759e-05,-0.46415719675015055,False,False,False,4,0,0,0.0,4.913215832402784e-06,-0.11603034190884642,False,False
graduate,location,frame_holdout,location:f011,Sam|Tom,cave|shop,False,4,0,0,0.0,-0.00010956902599712492,-0.09480894034351195,False,False,False,4,0,0,0.0,-8.773482615476169e-05,-0.37738611999806615,False,False
graduate,location,frame_holdout,location:f012,Sam|Tom,cave|yard,False,4,0,0,0.0,1.7957472955298925e-05,-0.5829145428837599,False,False,False,4,0,0,0.0,-1.0440751794904557e-05,-0.7931125503142393,False,False
graduate,location,frame_holdout,location:f013,Tim|Tom,bed|room,False,4,0,0,0.0,-9.19317831193922e-06,-0.5114485663282267,False,False,False,4,0,0,0.0,1.6268488376436352e-06,-0.09968502493199338,False,False
graduate,location,frame_holdout,location:f014,Tim|Tom,cave|yard,False,4,0,0,0.0,5.638983495703798e-06,-0.5713320009253628,False,False,False,4,0,0,0.0,6.025934945919076e-06,-0.7753573783759542,False,False
graduate,location,frame_holdout,location:f015,Tim|Tom,shop|yard,False,4,0,0,0.0,6.348452866067333e-06,-0.6644412252307639,False,False,False,4,0,0,0.0,1.604681090228155e-07,-0.418916652277197,False,False
graduate,location,qa,location:f000,Ben|Sam,bed|room,False,4,0,0,0.0,-1.4780748539333644e-05,-0.14183464365386556,False,False,False,4,0,0,0.0,-8.171101288922955e-06,-0.39984441772391754,False,False
graduate,location,qa,location:f001,Ben|Sam,cave|yard,False,4,0,0,0.0,1.511869534809307e-05,-0.544777177597723,False,False,False,4,0,0,0.0,2.2297579032048986e-05,-0.7235167432211753,False,False
graduate,location,qa,location:f002,Ben|Sam,shop|yard,False,4,0,0,0.0,7.774772984525669e-06,-0.5290947055138346,False,False,False,4,0,0,0.0,1.2367307014038431e-06,-0.3308123056355665,False,False
graduate,location,qa,location:f003,Ben|Tim,cave|yard,False,4,0,0,0.0,2.711033198066204e-05,-0.5445274451222168,False,False,False,4,0,0,0.0,2.8394187337354992e-05,-0.7276205211205298,False,False
graduate,location,qa,location:f004,Ben|Tim,shop|yard,False,4,0,0,0.0,-4.116773942630658e-06,-0.5489027674360685,False,False,False,4,0,0,0.0,5.255282528482397e-06,-0.34303655276859146,False,False
graduate,location,qa,location:f005,Ben|Tom,cave|shop,False,4,0,0,0.0,-2.77135747239754e-07,-0.02512270903156022,False,False,False,4,0,0,0.0,-9.806785980615018e-06,-0.40078457650953503,False,False
graduate,location,qa,location:f006,Ben|Tom,shop|yard,False,4,0,0,0.0,-4.1331700461721965e-05,-0.5433142966014195,False,False,False,4,0,0,0.0,-1.8367715053146938e-05,-0.33983139021000675,False,False
graduate,location,qa,location:f007,Sam|Tim,cave|shop,False,3,0,0,0.0,-1.439875594444473e-05,-0.03487290332901338,False,False,False,4,0,0,0.0,-2.4111069696353127e-05,-0.3992141148015005,False,False
graduate,location,qa,location:f008,Sam|Tim,cave|yard,False,4,0,0,0.0,1.8117415257812297e-05,-0.5351618535298179,False,False,False,4,0,0,0.0,1.1470506330768515e-05,-0.7159828272260818,False,False
graduate,location,qa,location:f009,Sam|Tim,shop|yard,False,4,0,0,0.0,-2.1162887122283536e-05,-0.5401374234949827,False,False,False,4,0,0,0.0,-2.9042263054668283e-05,-0.3361947892420645,False,False
graduate,location,qa,location:f010,Sam|Tom,bed|room,False,4,0,0,0.0,1.1120089228100483e-05,-0.14301625908704807,False,False,False,4,0,0,0.0,1.82380721254205e-05,-0.39497061312109594,False,False
graduate,location,qa,location:f011,Sam|Tom,cave|shop,False,4,0,0,0.0,1.2186795191215793e-05,-0.0366793569670989,False,False,False,4,0,0,0.0,-2.491296742501703e-05,-0.40171322499463713,False,False
graduate,location,qa,location:f012,Sam|Tom,cave|yard,False,4,0,0,0.0,-1.3479267399585382e-05,-0.53633801290405,False,False,False,4,0,0,0.0,-1.813311878873236e-05,-0.7178664550724481,False,False
graduate,location,qa,location:f013,Tim|Tom,bed|room,False,4,0,0,0.0,-5.740860064218367e-06,-0.16841459377319268,False,False,False,4,0,0,0.0,-6.182272436872083e-06,-0.3804036803317672,False,False
graduate,location,qa,location:f014,Tim|Tom,cave|yard,False,4,0,0,0.0,1.0149846360274495e-05,-0.5343060603810272,False,False,False,4,0,0,0.0,2.046993967663724e-06,-0.7211942488119387,False,False
graduate,location,qa,location:f015,Tim|Tom,shop|yard,False,4,0,0,0.0,2.0418918262876673e-06,-0.5374165081288709,False,False,False,4,0,0,0.0,-2.692298346707034e-06,-0.33542374303234723,False,False
graduate,naming,core,naming:f000,bear|cat,Ben|Sam,False,4,0,0,0.0,4.2587150839601406e-05,-0.2859673174269197,False,False,False,4,0,0,0.0,2.4666527324246346e-05,-0.4743708477263624,False,False
graduate,naming,core,naming:f001,bear|cat,Ben|Tom,False,4,0,0,0.0,-1.2555972180194885e-05,-0.4260792135265632,False,False,False,4,0,0,0.0,5.0551236874252226e-06,-0.031234787581455592,False,False
graduate,naming,core,naming:f002,bear|cat,Sam|Tim,False,4,0,0,0.0,1.4028396313925384e-05,-0.8207064908684458,False,False,False,4,0,0,0.0,-4.647609150643106e-06,-0.33365276128051136,False,False
graduate,naming,core,naming:f003,bear|fish,Ben|Sam,False,4,0,0,0.0,-0.00023575265745501284,-0.3775287164859833,False,False,False,4,0,0,0.0,9.64848018569775e-06,-0.4791988994962093,False,False
graduate,naming,core,naming:f004,bear|fish,Sam|Tim,False,4,0,0,0.0,-0.00018099302554563934,-0.9103827057851674,False,False,False,4,0,0,0.0,1.5905761899137616e-05,-0.32892643085719797,False,False
graduate,naming,core,naming:f005,cat|fish,Ben|Tim,False,4,0,0,0.0,-1.3906825657272748e-05,-0.5384674841635508,False,False,False,4,0,0,0.0,3.4235740711263674e-06,-0.8117351610668315,False,False
graduate,naming,core,naming:f006,cat|fish,Ben|Tom,False,4,0,0,0.0,-3.587673731875185e-05,-0.44550304608015523,False,False,False,4,0,0,0.0,-1.175447404078156e-06,-0.03339147220313876,False,False
graduate,naming,core,naming:f007,cat|fish,Sam|Tim,False,4,0,0,0.0,-0.0001323280601566168,-0.9591276141450109,False,False,False,4,0,0,0.0,3.7514666679783204e-06,-0.3527539633197687,False,False
graduate,possession,core,possession:f000,Ben|Sam,bag|book,False,4,0,0,0.0,1.4859769903008413e-05,-0.0992107132186959,False,False,False,4,0,0,0.0,1.803786473719704e-05,-0.44208127625308435,False,False
graduate,possession,core,possession:f001,Ben|Sam,bag|hat,False,4,0,0,0.0,-3.898326981666145e-06,-0.09037207106244693,False,False,False,4,0,0,0.0,-3.306754374099441e-06,-0.4396782906189092,False,False
graduate,possession,core,possession:f002,Ben|Sam,car|toy,False,4,0,0,0.0,-2.0608177475178735e-05,-0.04735431692025571,False,False,False,4,0,0,0.0,2.0947493815759444e-05,-0.40960548811071895,False,False
graduate,possession,core,possession:f003,Ben|Tim,bag|hat,False,4,0,0,0.0,-4.249320547389246e-05,-0.5063647280042787,False,False,False,4,0,0,0.0,-3.5220013308912e-05,-0.7124807072581874,False,False
graduate,possession,core,possession:f004,Ben|Tom,bag|book,False,4,0,0,0.0,-2.816421240536826e-05,-0.24623938635568976,False,False,False,4,0,0,0.0,-1.992962276853305e-05,-0.10862612130251748,False,False
graduate,possession,core,possession:f005,Ben|Tom,bag|hat,False,4,0,0,0.0,-1.2059738091707572e-05,-0.2505200344497531,False,False,False,4,0,0,0.0,-1.6770916669628377e-05,-0.0917583591457447,False,False
graduate,possession,core,possession:f006,Ben|Tom,ball|toy,False,4,0,0,0.0,-1.4518478818281721e-05,-0.26408493736037286,False,False,False,4,0,0,0.0,1.3092716811380356e-05,-0.09290310098086607,False,False
graduate,possession,core,possession:f007,Ben|Tom,book|hat,False,4,0,0,0.0,-7.739470822443195e-06,-0.251772247292795,False,False,False,4,0,0,0.0,-7.638536169807253e-06,-0.103851383793792,False,False
graduate,possession,core,possession:f008,Sam|Tim,bag|hat,False,4,0,0,0.0,1.4071515932911893e-05,-0.46308813081125066,False,False,False,4,0,0,0.0,2.7534533701967234e-06,-0.3028905039100209,False,False
graduate,possession,core,possession:f009,Sam|Tim,book|hat,False,4,0,0,0.0,5.214463776193057e-05,-0.45783937308033273,False,False,False,4,0,0,0.0,3.2335421048967916e-05,-0.3016382326255105,False,False
graduate,possession,core,possession:f010,Sam|Tom,bag|hat,False,4,0,0,0.0,5.263716359849013e-05,-0.3574921813768057,False,False,False,4,0,0,0.0,1.287267029348449e-05,-0.3533816802402576,False,False
graduate,possession,core,possession:f011,Sam|Tom,ball|car,False,4,0,0,0.0,-2.4809373373901877e-05,-0.32822293250074,False,False,False,4,0,0,0.0,1.7057468035819312e-06,-0.33457635148811704,False,False
graduate,possession,core,possession:f012,Sam|Tom,ball|toy,False,4,0,0,0.0,-5.965767251492338e-05,-0.3106312238037354,False,False,False,4,0,0,0.0,-5.6393038110336136e-06,-0.3259032294421562,False,False
graduate,possession,core,possession:f013,Sam|Tom,book|hat,False,4,0,0,0.0,3.4243949406320695e-05,-0.3269360082319146,False,False,False,4,0,0,0.0,7.343761092126755e-06,-0.3279398320362432,False,False
graduate,possession,core,possession:f014,Sam|Tom,car|toy,False,4,0,0,0.0,1.792933051492085e-05,-0.31783385321746493,False,False,False,4,0,0,0.0,1.5615682645631068e-05,-0.327777063834251,False,False
graduate,possession,core,possession:f015,Tim|Tom,ball|car,False,4,0,0,0.0,8.581390609219142e-06,-0.7592348441745145,False,False,False,4,0,0,0.0,8.344650268554688e-07,-0.6113708019256592,False,False
graduate,possession,frame_holdout,possession:f000,Ben|Sam,bag|book,False,4,0,0,0.0,-1.2057258082176503e-05,-0.3474722221876583,False,False,False,4,0,0,0.0,1.152994917319461e-06,-0.12200142649415469,False,False
graduate,possession,frame_holdout,possession:f001,Ben|Sam,bag|hat,False,4,0,0,0.0,2.1099948476877017e-05,-0.3710954925439367,False,False,False,4,0,0,0.0,1.5686064173348058e-05,-0.12305676659319431,False,False
graduate,possession,frame_holdout,possession:f002,Ben|Sam,car|toy,False,4,0,0,0.0,-2.0398479732008923e-06,-0.370036490302887,False,False,False,4,0,0,0.0,-2.5192694450559827e-05,-0.11101324988926464,False,False
graduate,possession,frame_holdout,possession:f003,Ben|Tim,bag|hat,False,4,0,0,0.0,-2.2340340621873622e-05,-0.24356165493228943,False,False,False,4,0,0,0.0,-1.1444116757353129e-05,-0.4353059083456774,False,False
graduate,possession,frame_holdout,possession:f004,Ben|Tom,bag|book,False,4,0,0,0.0,-2.6390361323791467e-05,-0.7914433627481223,False,False,False,4,0,0,0.0,-2.219959934390836e-05,-0.38960425503412033,False,False
graduate,possession,frame_holdout,possession:f005,Ben|Tom,bag|hat,False,4,0,0,0.0,9.268262727957222e-06,-0.8012558685278712,False,False,False,4,0,0,0.0,2.0112652252102237e-05,-0.39113120183381866,False,False
graduate,possession,frame_holdout,possession:f006,Ben|Tom,ball|toy,False,4,0,0,0.0,-1.3060989143998114e-05,-0.8296956961710436,False,False,False,4,0,0,0.0,-1.7935644515798543e-05,-0.40997229853188344,False,False
graduate,possession,frame_holdout,possession:f007,Ben|Tom,book|hat,False,4,0,0,0.0,-1.221955792463092e-05,-0.8105401573502213,False,False,False,4,0,0,0.0,1.696426363584358e-05,-0.3952476072556408,False,False
graduate,possession,frame_holdout,possession:f008,Sam|Tim,bag|hat,False,4,0,0,0.0,6.290219471027925e-05,-0.6044484663457226,False,False,False,4,0,0,0.0,2.420203795705511e-05,-0.35384322813064983,False,False
graduate,possession,frame_holdout,possession:f009,Sam|Tim,book|hat,False,4,0,0,0.0,2.8921642750923127e-05,-0.6396314681677531,False,False,False,4,0,0,0.0,-3.265354332704362e-06,-0.3791684449988182,False,False
graduate,possession,frame_holdout,possession:f010,Sam|Tom,bag|hat,False,4,0,0,0.0,-1.998469906894229e-05,-0.5114692225804092,False,False,False,4,0,0,0.0,3.278451220345424e-05,-0.5024845977997039,False,False
graduate,possession,frame_holdout,possession:f011,Sam|Tom,ball|car,False,4,0,0,0.0,-0.00012186517272638753,-0.5145346743329,False,False,False,4,0,0,0.0,-2.8831314653254836e-05,-0.50379917853307,False,False
graduate,possession,frame_holdout,possession:f012,Sam|Tom,ball|toy,False,4,0,0,0.0,-5.342660205709393e-05,-0.5159665588231306,False,False,False,4,0,0,0.0,5.0520595882952435e-05,-0.4941415565635694,False,False
graduate,possession,frame_holdout,possession:f013,Sam|Tom,book|hat,False,4,0,0,0.0,2.6844886854338057e-05,-0.49639948288910674,False,False,False,4,0,0,0.0,6.9941469549306134e-06,-0.4864216433341291,False,False
graduate,possession,frame_holdout,possession:f014,Sam|Tom,car|toy,False,4,0,0,0.0,8.239928816600184e-06,-0.49731053903820666,False,False,False,4,0,0,0.0,1.343502060535684e-05,-0.48890913052304974,False,False
graduate,possession,frame_holdout,possession:f015,Tim|Tom,ball|car,False,4,0,0,0.0,2.51831702779981e-05,-1.0608940511143246,False,False,False,4,0,0,0.0,-8.642673492431641e-07,-0.8189122676849365,False,False
graduate,possession,qa,possession:f000,Ben|Sam,bag|book,False,4,0,0,0.0,1.702489092325621e-05,-0.024998216179827892,False,False,False,4,0,0,0.0,1.2287987723569316e-05,-0.31620725742291,False,False
graduate,possession,qa,possession:f001,Ben|Sam,bag|hat,False,4,0,0,0.0,1.3660689660799363e-05,-0.05539352016048937,False,False,False,4,0,0,0.0,7.340374355235824e-06,-0.3120405711544034,False,False
graduate,possession,qa,possession:f002,Ben|Sam,car|toy,False,4,0,0,0.0,4.62588289895649e-06,-0.07992689483850057,False,False,False,4,0,0,0.0,9.672020289341887e-06,-0.28044606625156554,False,False
graduate,possession,qa,possession:f003,Ben|Tim,bag|hat,False,4,0,0,0.0,-3.783440218851908e-05,-0.7215257415116056,False,False,False,4,0,0,0.0,-3.194806238648873e-05,-0.907946531182148,False,False
graduate,possession,qa,possession:f004,Ben|Tom,bag|book,False,3,0,0,0.0,-2.7803152772953865e-05,-0.010024365902797427,False,False,False,4,0,0,0.0,-2.0998276570649566e-05,-0.3283776068838975,False,False
graduate,possession,qa,possession:f005,Ben|Tom,bag|hat,False,4,0,0,0.0,5.54039406353013e-07,-0.023277664084289995,False,False,False,4,0,0,0.0,6.663493984593316e-06,-0.31177301654554057,False,False
graduate,possession,qa,possession:f006,Ben|Tom,ball|toy,False,4,0,0,0.0,-1.571050817261721e-05,-0.0425038392752235,False,False,False,4,0,0,0.0,-4.4200881608169595e-06,-0.2988985181418986,False,False
graduate,possession,qa,possession:f007,Ben|Tom,book|hat,False,5,0,1,0.25,-1.3358227155091384e-05,-0.01533469739080573,False,False,False,4,0,0,0.0,-1.3061108905532137e-07,-0.32734391805487917,False,False
graduate,possession,qa,possession:f008,Sam|Tim,bag|hat,False,4,0,0,0.0,-1.5575945454315843e-05,-0.7420769549602007,False,False,False,4,0,0,0.0,1.211064086814595e-05,-0.6173397590902496,False,False
graduate,possession,qa,possession:f009,Sam|Tim,book|hat,False,4,0,0,0.0,3.5629172689510824e-05,-0.7297969724549205,False,False,False,4,0,0,0.0,2.487884383572947e-05,-0.6114915346248608,False,False
graduate,possession,qa,possession:f010,Sam|Tom,bag|hat,False,3,0,0,0.0,3.4851501891086656e-05,-0.03236292677713948,False,False,False,3,0,0,0.0,4.855622483512789e-05,-0.02423013460376211,False,False
graduate,possession,qa,possession:f011,Sam|Tom,ball|car,False,3,0,0,0.0,-3.546603132731363e-05,-0.020265147271718575,False,False,False,4,0,0,0.0,3.599803681586522e-06,-0.015341268411052766,False,False
graduate,possession,qa,possession:f012,Sam|Tom,ball|toy,False,3,0,0,0.0,-6.241182194788308e-05,-0.013692023845855772,False,False,False,4,0,0,0.0,-3.523862976662073e-05,-0.011359344621604706,False,False
graduate,possession,qa,possession:f013,Sam|Tom,book|hat,False,3,0,1,0.25,3.7542849736116324e-05,-0.010858036325075204,False,False,False,4,0,0,0.0,1.5071581117576116e-05,-0.031631046301511034,False,False
graduate,possession,qa,possession:f014,Sam|Tom,car|toy,False,3,0,0,0.0,2.8772920123376622e-05,-0.014704401565914793,False,False,False,4,0,0,0.0,3.0146011034348774e-05,-0.02027262447633582,False,False
graduate,possession,qa,possession:f015,Tim|Tom,ball|car,False,4,0,0,0.0,5.82026413553649e-06,-0.7245398476534675,False,False,False,4,0,0,0.0,4.947185516357422e-06,-0.5784358978271484,False,False
pilot0,location,core,location:f000,Ben|Sam,bed|room,False,4,0,0,0.0,0.0012406320346145527,-2.7840181368992525,False,False,False,4,0,0,0.0,0.0007026541054986346,-2.2610243326416395,False,False
pilot0,location,core,location:f001,Ben|Sam,cave|yard,False,4,0,0,0.0,-0.002756691963174851,-0.9568481325837563,False,False,False,4,0,0,0.0,-0.002623296741392611,-0.5299536070685011,False,False
pilot0,location,core,location:f002,Ben|Sam,shop|yard,False,4,0,0,0.0,-0.002106597680006539,-3.466483691223739,False,False,False,4,0,0,0.0,-6.688843628577246e-05,-1.9522059438599033,False,False
pilot0,location,core,location:f003,Ben|Tim,cave|yard,False,4,0,0,0.0,0.0003996645932083931,-0.9210470955198176,False,False,False,4,0,0,0.0,0.00028697603000116256,-0.47564355838068995,False,False
pilot0,location,core,location:f004,Ben|Tim,shop|yard,False,4,0,0,0.0,0.0003499689705079856,-3.471456258559515,False,False,False,4,0,0,0.0,0.0011965478604094582,-1.9131367873234,False,False
pilot0,location,core,location:f005,Ben|Tom,cave|shop,False,4,0,0,0.0,-0.0005134762707021956,-3.2614662816330284,False,False,False,4,0,0,0.0,-0.0007155179837268211,-1.6401255275978475,False,False
pilot0,location,core,location:f006,Ben|Tom,shop|yard,False,4,0,0,0.0,0.0004026685194615798,-3.8801482691401192,False,False,False,4,0,0,0.0,0.0010574884348242275,-1.9624489097218518,False,False
pilot0,location,core,location:f007,Sam|Tim,cave|shop,False,4,0,0,0.0,-0.0025319109880447277,-2.7399388036568215,False,False,False,4,0,0,0.0,-0.0016249590863612884,-1.489409790948903,False,False
pilot0,location,core,location:f008,Sam|Tim,cave|yard,False,4,0,0,0.0,-0.0029274941997837756,-0.8699237818687067,False,False,False,4,0,0,0.0,-0.0021571227769094925,-0.44524744870832844,False,False
pilot0,location,core,location:f009,Sam|Tim,shop|yard,False,4,0,0,0.0,-0.0030578483001019174,-3.582418309302656,False,False,False,4,0,0,0.0,-0.002987163050119923,-1.981783034115887,False,False
pilot0,location,core,location:f010,Sam|Tom,bed|room,False,4,0,0,0.0,0.0026723097824165043,-2.8764832975737384,False,False,False,4,0,0,0.0,0.003213363442546635,-2.4018118111088365,False,False
pilot0,location,core,location:f011,Sam|Tom,cave|shop,False,4,0,0,0.0,-0.0019049659907927063,-3.3277084450682235,False,False,False,4,0,0,0.0,-0.002361333433673618,-1.668933045850121,False,False
pilot0,location,core,location:f012,Sam|Tom,cave|yard,False,4,0,0,0.0,-0.0017059842040597628,-0.6968264192502636,False,False,False,4,0,0,0.0,-0.0013917064328683448,-0.31509056378110856,False,False
pilot0,location,core,location:f013,Tim|Tom,bed|room,False,4,0,0,0.0,0.002401926038566038,-2.818161166921639,False,False,False,4,0,0,0.0,0.002200118038101162,-2.377099674893694,False,False
pilot0,location,core,location:f014,Tim|Tom,cave|yard,False,4,0,0,0.0,0.0007696796232942171,-0.6340329707602415,False,False,False,4,0,0,0.0,0.0011982364409934831,-0.15066692991780073,False,False
pilot0,location,core,location:f015,Tim|Tom,shop|yard,False,4,0,0,0.0,-0.0007215220140287526,-3.822465133474484,False,False,False,4,0,0,0.0,0.00015385604113971052,-1.9813377863947945,False,False
pilot0,location,frame_holdout,location:f000,Ben|Sam,bed|room,False,4,0,0,0.0,0.0014602648490573689,-2.742476169884551,False,False,False,4,0,0,0.0,0.0018735051773804967,-2.448503570317894,False,False
pilot0,location,frame_holdout,location:f001,Ben|Sam,cave|yard,False,4,0,0,0.0,0.0001079717393432933,-1.6049882313016806,False,False,False,4,0,0,0.0,0.00013913729887204962,-1.4775085465296938,False,False
pilot0,location,frame_holdout,location:f002,Ben|Sam,shop|yard,False,4,0,0,0.0,0.0018803765464824318,-3.9957308761188193,False,False,False,4,0,0,0.0,8.380109360883736e-07,-2.3553071633150457,False,False
pilot0,location,frame_holdout,location:f003,Ben|Tim,cave|yard,False,4,0,0,0.0,0.000810372733380027,-1.5074680960287505,False,False,False,4,0,0,0.0,0.0005091081334896996,-1.3287870778704054,False,False
pilot0,location,frame_holdout,location:f004,Ben|Tim,shop|yard,False,4,0,0,0.0,0.0015251450346910334,-4.0738140587890594,False,False,False,4,0,0,0.0,0.0010050340393180646,-2.3321885351827456,False,False
pilot0,location,frame_holdout,location:f005,Ben|Tom,cave|shop,False,4,0,0,0.0,0.0005800822509481884,-2.838581072032915,False,False,False,4,0,0,0.0,0.00013880808659771926,-1.0345040589047771,False,False
pilot0,location,frame_holdout,location:f006,Ben|Tom,shop|yard,False,4,0,0,0.0,0.00039636463247172404,-4.365907182608644,False,False,False,4,0,0,0.0,0.0001730294964228385,-2.379505240791314,False,False
pilot0,location,frame_holdout,location:f007,Sam|Tim,cave|shop,False,4,0,0,0.0,-2.4859867286175508e-05,-2.405135699450182,False,False,False,4,0,0,0.0,9.863745962135351e-05,-0.8867941890153475,False,False
pilot0,location,frame_holdout,location:f008,Sam|Tim,cave|yard,False,4,0,0,0.0,-0.000718510386854776,-1.6552845180111229,False,False,False,4,0,0,0.0,-0.0006283100165287436,-1.465898095292892,False,False
pilot0,location,frame_holdout,location:f009,Sam|Tim,shop|yard,False,4,0,0,0.0,0.002248758952877128,-4.019712897271063,False,False,False,4,0,0,0.0,-0.0016201851664900957,-2.3533960840082466,False,False
